record_type,item_id,item_version,locale,candidate_fingerprint,technical_or_decision_name,semantic_contract,primary_text,explanation_or_tip,example,workflow_effect_or_options,candidate_status,reviewer_name,reviewer_decision,reviewed_at_rfc3339,evidence_reference,reviewer_comments
"question","v2.notifications.rules.notification_04_channel","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_04_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","此通知应如何发送？","选择通知应送到哪里：此应用内、电子邮件，或按公司规定两者都使用。","","in_app: 应用内 | email: 电子邮件","approved","","","","",""
"question","v2.notifications.rules.add_another_04","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_04","notifications.rules | choice | v2.fact.notifications.rules.v1","Do you need another message?","Choose Yes only if another event needs its own message. Choose No when people will receive all the messages they need.","","yes: Yes | no: No","approved","","","","",""
"question","v2.notifications.rules.add_another_04","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_04","notifications.rules | choice | v2.fact.notifications.rules.v1","是否需要另一則通知？","只有另一個事件需要獨立通知時才選「是」。相關人士已會收到所需通知時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.notifications.rules.add_another_04","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_04","notifications.rules | choice | v2.fact.notifications.rules.v1","是否需要另一则通知？","只有另一个事件需要独立通知时才选“是”。相关人员已会收到所需通知时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.notifications.rules.notification_05_event","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_05_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","What event should send this message?","Name one event that should send a message, for example ‘a new reviewer is assigned’ or ‘the request is approved’.","","","approved","","","","",""
"question","v2.notifications.rules.notification_05_event","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_05_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","哪個事件應發出此通知？","列出一個應發出通知的事件，例如「指派了新的處理人」或「申請已獲批」。","","","approved","","","","",""
"question","v2.notifications.rules.notification_05_event","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_05_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","哪个事件应发送此通知？","列出一个应发送通知的事件，例如“指派了新的处理人”或“申请已获批”。","","","approved","","","","",""
"question","v2.notifications.rules.notification_05_recipient","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_05_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","Who should receive this message?","Name who should receive this message. For example, the requester only, the current reviewer, or Finance.","","","approved","","","","",""
"question","v2.notifications.rules.notification_05_recipient","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_05_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","誰應收到此通知？","列出誰應收到這則通知，例如只通知申請人、目前處理人或財務部。","","","approved","","","","",""
"question","v2.notifications.rules.notification_05_recipient","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_05_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","谁应收到此通知？","列出谁应收到这则通知，例如只通知申请人、目前处理人或财务部。","","","approved","","","","",""
"question","v2.notifications.rules.notification_05_channel","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_05_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","How should this message be sent?","Choose where this message should arrive: inside this app, by email, or both if your policy needs both.","","in_app: In the app | email: By email","approved","","","","",""
"question","v2.notifications.rules.notification_05_channel","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_05_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","此通知應如何發送？","選擇通知應送到哪裡：此應用程式內、電郵，或按公司規定兩者都使用。","","in_app: 應用程式內 | email: 電郵","approved","","","","",""
"question","v2.notifications.rules.notification_05_channel","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_05_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","此通知应如何发送？","选择通知应送到哪里：此应用内、电子邮件，或按公司规定两者都使用。","","in_app: 应用内 | email: 电子邮件","approved","","","","",""
"question","v2.notifications.rules.add_another_05","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_05","notifications.rules | choice | v2.fact.notifications.rules.v1","Do you need another message?","Choose Yes only if another event needs its own message. Choose No when people will receive all the messages they need.","","yes: Yes | no: No","approved","","","","",""
"question","v2.notifications.rules.add_another_05","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_05","notifications.rules | choice | v2.fact.notifications.rules.v1","是否需要另一則通知？","只有另一個事件需要獨立通知時才選「是」。相關人士已會收到所需通知時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.notifications.rules.add_another_05","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_05","notifications.rules | choice | v2.fact.notifications.rules.v1","是否需要另一则通知？","只有另一个事件需要独立通知时才选“是”。相关人员已会收到所需通知时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.notifications.rules.notification_06_event","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_06_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","What event should send this message?","Name one event that should send a message, for example ‘a new reviewer is assigned’ or ‘the request is approved’.","","","approved","","","","",""
"question","v2.notifications.rules.notification_06_event","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_06_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","哪個事件應發出此通知？","列出一個應發出通知的事件，例如「指派了新的處理人」或「申請已獲批」。","","","approved","","","","",""
"question","v2.notifications.rules.notification_06_event","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_06_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","哪个事件应发送此通知？","列出一个应发送通知的事件，例如“指派了新的处理人”或“申请已获批”。","","","approved","","","","",""
"question","v2.notifications.rules.notification_06_recipient","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_06_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","Who should receive this message?","Name who should receive this message. For example, the requester only, the current reviewer, or Finance.","","","approved","","","","",""
"question","v2.notifications.rules.notification_06_recipient","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_06_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","誰應收到此通知？","列出誰應收到這則通知，例如只通知申請人、目前處理人或財務部。","","","approved","","","","",""
"question","v2.notifications.rules.notification_06_recipient","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_06_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","谁应收到此通知？","列出谁应收到这则通知，例如只通知申请人、目前处理人或财务部。","","","approved","","","","",""
"question","v2.notifications.rules.notification_06_channel","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_06_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","How should this message be sent?","Choose where this message should arrive: inside this app, by email, or both if your policy needs both.","","in_app: In the app | email: By email","approved","","","","",""
"question","v2.notifications.rules.notification_06_channel","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_06_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","此通知應如何發送？","選擇通知應送到哪裡：此應用程式內、電郵，或按公司規定兩者都使用。","","in_app: 應用程式內 | email: 電郵","approved","","","","",""
